javax.jdo:javax.jdo.JDOHelper$16:3PP
javax.jdo.annotations:javax.jdo.annotations.Transactional:3PP
javax.jdo.annotations:javax.jdo.annotations.Sequence:3PP
javax.jdo.annotations:javax.jdo.annotations.Element:3PP
javax.jdo.annotations:javax.jdo.annotations.PersistenceCapable:3PP
javax.jdo.annotations:javax.jdo.annotations.Order:3PP
javax.jdo.annotations:javax.jdo.annotations.DiscriminatorStrategy:3PP
javax.jdo.spi:javax.jdo.spi.PersistenceCapable$ObjectIdFieldSupplier:3PP
javax.jdo.spi:javax.jdo.spi.JDOImplHelper$1:3PP
javax.jdo.spi:javax.jdo.spi.StateInterrogation:3PP
javax.jdo.spi:javax.jdo.spi.JDOImplHelper:3PP
javax.jdo.spi:javax.jdo.spi.I18NHelper$1:3PP
javax.jdo.spi:javax.jdo.spi.JDOImplHelper$3:3PP
javax.jdo.spi:javax.jdo.spi.StateManager:3PP
javax.jdo.spi:javax.jdo.spi.PersistenceCapable$ObjectIdFieldManager:3PP
javax.jdo.spi:javax.jdo.spi.I18NHelper:3PP
javax.jdo.spi:javax.jdo.spi.JDOImplHelper$StateInterrogationBooleanReturn:3PP
javax.jdo.spi:javax.jdo.spi.JDOImplHelper$StateInterrogationObjectReturn:3PP
javax.jdo.spi:javax.jdo.spi.RegisterClassEvent:3PP
javax.jdo.spi:javax.jdo.spi.JDOImplHelper$2:3PP
javax.jdo.spi:javax.jdo.spi.PersistenceCapable$ObjectIdFieldConsumer:3PP
javax.jdo.spi:javax.jdo.spi.JDOImplHelper$4:3PP
javax.jdo.spi:javax.jdo.spi.RegisterClassListener:3PP
javax.jdo.spi:javax.jdo.spi.JDOPermission:3PP
javax.jdo.spi:javax.jdo.spi.JDOImplHelper$StringConstructor:3PP
javax.jdo.spi:javax.jdo.spi.I18NHelper$2:3PP
javax.jdo.spi:javax.jdo.spi.JDOImplHelper$Meta:3PP
javax.jdo.spi:javax.jdo.spi.Detachable:3PP
javax.jdo.spi:javax.jdo.spi.PersistenceCapable:3PP
javax.jdo:javax.jdo.JDOUnsupportedOptionException:3PP
javax.jdo:javax.jdo.JDOHelper$5:3PP
javax.jdo:javax.jdo.JDOHelper$1:3PP
javax.jdo:javax.jdo.JDOUserCallbackException:3PP
javax.jdo:javax.jdo.JDOOptimisticVerificationException:3PP
javax.jdo:javax.jdo.AttributeConverter:3PP
javax.jdo.datastore:javax.jdo.datastore.JDOConnection:3PP
javax.jdo.datastore:javax.jdo.datastore.DataStoreCache:3PP
javax.jdo.datastore:javax.jdo.datastore.DataStoreCache$EmptyDataStoreCache:3PP
javax.jdo.datastore:javax.jdo.datastore.Sequence:3PP
javax.jdo:javax.jdo.JDODataStoreException:3PP
javax.jdo:javax.jdo.JDOUserException:3PP
javax.jdo:javax.jdo.JDOHelper$11:3PP
javax.jdo:javax.jdo.ObjectState:3PP
javax.jdo:javax.jdo.JDOHelper$14:3PP
javax.jdo:javax.jdo.JDOFatalUserException:3PP
javax.jdo:javax.jdo.JDOHelper$15:3PP
javax.jdo:javax.jdo.JDODetachedFieldAccessException:3PP
javax.jdo.listener:javax.jdo.listener.StoreLifecycleListener:3PP
javax.jdo.listener:javax.jdo.listener.ClearCallback:3PP
javax.jdo.listener:javax.jdo.listener.LoadCallback:3PP
javax.jdo.listener:javax.jdo.listener.StoreCallback:3PP
javax.jdo.listener:javax.jdo.listener.InstanceLifecycleListener:3PP
javax.jdo.listener:javax.jdo.listener.InstanceLifecycleEvent:3PP
javax.jdo.listener:javax.jdo.listener.ClearLifecycleListener:3PP
javax.jdo.listener:javax.jdo.listener.CreateLifecycleListener:3PP
javax.jdo.listener:javax.jdo.listener.DetachLifecycleListener:3PP
javax.jdo.listener:javax.jdo.listener.LoadLifecycleListener:3PP
javax.jdo.listener:javax.jdo.listener.DeleteLifecycleListener:3PP
javax.jdo.listener:javax.jdo.listener.DetachCallback:3PP
javax.jdo.listener:javax.jdo.listener.AttachCallback:3PP
javax.jdo.listener:javax.jdo.listener.AttachLifecycleListener:3PP
javax.jdo.listener:javax.jdo.listener.DirtyLifecycleListener:3PP
javax.jdo.listener:javax.jdo.listener.DeleteCallback:3PP
javax.jdo:javax.jdo.JDOHelper$10:3PP
javax.jdo:javax.jdo.JDOQueryInterruptedException:3PP
javax.jdo:javax.jdo.JDOHelper:3PP
javax.jdo.metadata:javax.jdo.metadata.FetchPlanMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.SequenceMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.FieldMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.FetchGroupMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.ClassMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.IndexMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.MapMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.JoinMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.ColumnMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.OrderMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.EmbeddedMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.PropertyMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.CollectionMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.ForeignKeyMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.InterfaceMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.ClassPersistenceModifier:3PP
javax.jdo.metadata:javax.jdo.metadata.JDOMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.VersionMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.PackageMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.UniqueMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.MemberMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.TypeMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.Indexed:3PP
javax.jdo.metadata:javax.jdo.metadata.ExtensionMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.ArrayMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.ElementMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.PrimaryKeyMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.InheritanceMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.ValueMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.DatastoreIdentityMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.DiscriminatorMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.KeyMetadata:3PP
javax.jdo.metadata:javax.jdo.metadata.Metadata:3PP
javax.jdo.metadata:javax.jdo.metadata.QueryMetadata:3PP
javax.jdo:javax.jdo.JDOHelper$18:3PP
javax.jdo:javax.jdo.JDOReadOnlyException:3PP
javax.jdo:javax.jdo.JDOHelper$3:3PP
javax.jdo:javax.jdo.Query:3PP
javax.jdo:javax.jdo.JDOHelper$19:3PP
javax.jdo:javax.jdo.JDOHelper$4:3PP
javax.jdo:javax.jdo.Enhancer:3PP
javax.jdo:javax.jdo.JDOEnhancer:3PP
javax.jdo:javax.jdo.PersistenceManagerFactory:3PP
javax.jdo:javax.jdo.FetchGroup:3PP
javax.jdo:javax.jdo.JDOCanRetryException:3PP
javax.jdo:javax.jdo.JDOEnhanceException:3PP
javax.jdo:javax.jdo.InstanceCallbacks:3PP
javax.jdo:javax.jdo.FetchPlan:3PP
javax.jdo:javax.jdo.JDONullIdentityException:3PP
javax.jdo:javax.jdo.JDOQLTypedQuery:3PP
javax.jdo:javax.jdo.JDOHelper$6:3PP
javax.jdo:javax.jdo.JDOHelper$7:3PP
javax.jdo:javax.jdo.JDOFatalInternalException:3PP
javax.jdo:javax.jdo.JDOFatalException:3PP
javax.jdo:javax.jdo.Constants:3PP
javax.jdo:javax.jdo.JDOObjectNotFoundException:3PP
javax.jdo:javax.jdo.JDOHelper$9:3PP
javax.jdo.identity:javax.jdo.identity.ByteIdentity:3PP
javax.jdo.identity:javax.jdo.identity.IntIdentity:3PP
javax.jdo.identity:javax.jdo.identity.ObjectIdentity:3PP
javax.jdo.identity:javax.jdo.identity.ObjectIdentity$1:3PP
javax.jdo.identity:javax.jdo.identity.CharIdentity:3PP
javax.jdo.identity:javax.jdo.identity.SingleFieldIdentity:3PP
javax.jdo.identity:javax.jdo.identity.StringIdentity:3PP
javax.jdo.identity:javax.jdo.identity.LongIdentity:3PP
javax.jdo.identity:javax.jdo.identity.ShortIdentity:3PP
javax.jdo:javax.jdo.JDOHelper$12:3PP
javax.jdo:javax.jdo.Extent:3PP
javax.jdo:javax.jdo.JDOHelper$17:3PP
javax.jdo:javax.jdo.JDOException:3PP
