org.springframework.dao:InvalidDataAccessResourceUsageException:public:org.springframework.dao.NonTransientDataAccessException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:InvalidDataAccessResourceUsageException:public:org.springframework.dao.NonTransientDataAccessException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:ConcurrencyFailureException:public:org.springframework.dao.TransientDataAccessException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:ConcurrencyFailureException:public:org.springframework.dao.TransientDataAccessException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:IncorrectUpdateSemanticsDataAccessException:public:org.springframework.dao.InvalidDataAccessResourceUsageException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:IncorrectUpdateSemanticsDataAccessException:public:org.springframework.dao.InvalidDataAccessResourceUsageException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:IncorrectUpdateSemanticsDataAccessException:public:org.springframework.dao.InvalidDataAccessResourceUsageException::wasDataUpdated:public:0::boolean::3PP
org.springframework.dao:CannotSerializeTransactionException:public:org.springframework.dao.PessimisticLockingFailureException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:CannotSerializeTransactionException:public:org.springframework.dao.PessimisticLockingFailureException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:PermissionDeniedDataAccessException:public:org.springframework.dao.NonTransientDataAccessException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:EmptyResultDataAccessException:public:org.springframework.dao.IncorrectResultSizeDataAccessException::<init>:public:1:int:void::3PP
org.springframework.dao:EmptyResultDataAccessException:public:org.springframework.dao.IncorrectResultSizeDataAccessException::<init>:public:2:java.lang.String,int:void::3PP
org.springframework.dao.support:PersistenceExceptionTranslationInterceptor:public:java.lang.Object:org.aopalliance.intercept.MethodInterceptor,org.springframework.beans.factory.BeanFactoryAware,org.springframework.beans.factory.InitializingBean:<init>:public:0::void::3PP
org.springframework.dao.support:PersistenceExceptionTranslationInterceptor:public:java.lang.Object:org.aopalliance.intercept.MethodInterceptor,org.springframework.beans.factory.BeanFactoryAware,org.springframework.beans.factory.InitializingBean:<init>:public:1:org.springframework.dao.support.PersistenceExceptionTranslator:void::3PP
org.springframework.dao.support:PersistenceExceptionTranslationInterceptor:public:java.lang.Object:org.aopalliance.intercept.MethodInterceptor,org.springframework.beans.factory.BeanFactoryAware,org.springframework.beans.factory.InitializingBean:<init>:public:1:org.springframework.beans.factory.ListableBeanFactory:void::3PP
org.springframework.dao.support:PersistenceExceptionTranslationInterceptor:public:java.lang.Object:org.aopalliance.intercept.MethodInterceptor,org.springframework.beans.factory.BeanFactoryAware,org.springframework.beans.factory.InitializingBean:setPersistenceExceptionTranslator:public:1:org.springframework.dao.support.PersistenceExceptionTranslator:void::3PP
org.springframework.dao.support:PersistenceExceptionTranslationInterceptor:public:java.lang.Object:org.aopalliance.intercept.MethodInterceptor,org.springframework.beans.factory.BeanFactoryAware,org.springframework.beans.factory.InitializingBean:setAlwaysTranslate:public:1:boolean:void::3PP
org.springframework.dao.support:PersistenceExceptionTranslationInterceptor:public:java.lang.Object:org.aopalliance.intercept.MethodInterceptor,org.springframework.beans.factory.BeanFactoryAware,org.springframework.beans.factory.InitializingBean:setBeanFactory:public:1:org.springframework.beans.factory.BeanFactory:void::3PP
org.springframework.dao.support:PersistenceExceptionTranslationInterceptor:public:java.lang.Object:org.aopalliance.intercept.MethodInterceptor,org.springframework.beans.factory.BeanFactoryAware,org.springframework.beans.factory.InitializingBean:afterPropertiesSet:public:0::void::3PP
org.springframework.dao.support:PersistenceExceptionTranslationInterceptor:public:java.lang.Object:org.aopalliance.intercept.MethodInterceptor,org.springframework.beans.factory.BeanFactoryAware,org.springframework.beans.factory.InitializingBean:invoke:public:1:org.aopalliance.intercept.MethodInvocation:java.lang.Object::3PP
org.springframework.dao.support:PersistenceExceptionTranslationInterceptor:public:java.lang.Object:org.aopalliance.intercept.MethodInterceptor,org.springframework.beans.factory.BeanFactoryAware,org.springframework.beans.factory.InitializingBean:detectPersistenceExceptionTranslators:protected:1:org.springframework.beans.factory.ListableBeanFactory:org.springframework.dao.support.PersistenceExceptionTranslator::3PP
org.springframework.dao.support:PersistenceExceptionTranslator:public,abstract,interface:::translateExceptionIfPossible:public,abstract:1:java.lang.RuntimeException:org.springframework.dao.DataAccessException::3PP
org.springframework.dao.support:ChainedPersistenceExceptionTranslator:public:java.lang.Object:org.springframework.dao.support.PersistenceExceptionTranslator:<init>:public:0::void::3PP
org.springframework.dao.support:ChainedPersistenceExceptionTranslator:public:java.lang.Object:org.springframework.dao.support.PersistenceExceptionTranslator:addDelegate:public,final:1:org.springframework.dao.support.PersistenceExceptionTranslator:void::3PP
org.springframework.dao.support:ChainedPersistenceExceptionTranslator:public:java.lang.Object:org.springframework.dao.support.PersistenceExceptionTranslator:getDelegates:public,final:0::org.springframework.dao.support.PersistenceExceptionTranslator[]::3PP
org.springframework.dao.support:ChainedPersistenceExceptionTranslator:public:java.lang.Object:org.springframework.dao.support.PersistenceExceptionTranslator:translateExceptionIfPossible:public:1:java.lang.RuntimeException:org.springframework.dao.DataAccessException::3PP
org.springframework.dao:NonTransientDataAccessResourceException:public:org.springframework.dao.NonTransientDataAccessException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:NonTransientDataAccessResourceException:public:org.springframework.dao.NonTransientDataAccessException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:QueryTimeoutException:public:org.springframework.dao.TransientDataAccessException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:QueryTimeoutException:public:org.springframework.dao.TransientDataAccessException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:RecoverableDataAccessException:public:org.springframework.dao.DataAccessException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:RecoverableDataAccessException:public:org.springframework.dao.DataAccessException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:DeadlockLoserDataAccessException:public:org.springframework.dao.PessimisticLockingFailureException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:UncategorizedDataAccessException:public,abstract:org.springframework.dao.NonTransientDataAccessException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:DataAccessResourceFailureException:public:org.springframework.dao.NonTransientDataAccessResourceException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:DataAccessResourceFailureException:public:org.springframework.dao.NonTransientDataAccessResourceException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao.annotation:PersistenceExceptionTranslationAdvisor:public:org.springframework.aop.support.AbstractPointcutAdvisor::<init>:public:2:org.springframework.dao.support.PersistenceExceptionTranslator,java.lang.Class:void::3PP
org.springframework.dao.annotation:PersistenceExceptionTranslationAdvisor:public:org.springframework.aop.support.AbstractPointcutAdvisor::<init>::2:org.springframework.beans.factory.ListableBeanFactory,java.lang.Class:void::3PP
org.springframework.dao.annotation:PersistenceExceptionTranslationAdvisor:public:org.springframework.aop.support.AbstractPointcutAdvisor::getAdvice:public:0::org.aopalliance.aop.Advice::3PP
org.springframework.dao.annotation:PersistenceExceptionTranslationAdvisor:public:org.springframework.aop.support.AbstractPointcutAdvisor::getPointcut:public:0::org.springframework.aop.Pointcut::3PP
org.springframework.dao.annotation:PersistenceExceptionTranslationPostProcessor:public:org.springframework.aop.framework.autoproxy.AbstractBeanFactoryAwareAdvisingPostProcessor::<init>:public:0::void::3PP
org.springframework.dao.annotation:PersistenceExceptionTranslationPostProcessor:public:org.springframework.aop.framework.autoproxy.AbstractBeanFactoryAwareAdvisingPostProcessor::setRepositoryAnnotationType:public:1:java.lang.Class:void::3PP
org.springframework.dao.annotation:PersistenceExceptionTranslationPostProcessor:public:org.springframework.aop.framework.autoproxy.AbstractBeanFactoryAwareAdvisingPostProcessor::setBeanFactory:public:1:org.springframework.beans.factory.BeanFactory:void::3PP
org.springframework.dao:TypeMismatchDataAccessException:public:org.springframework.dao.InvalidDataAccessResourceUsageException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:TypeMismatchDataAccessException:public:org.springframework.dao.InvalidDataAccessResourceUsageException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:NonTransientDataAccessException:public,abstract:org.springframework.dao.DataAccessException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:NonTransientDataAccessException:public,abstract:org.springframework.dao.DataAccessException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:DuplicateKeyException:public:org.springframework.dao.DataIntegrityViolationException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:DuplicateKeyException:public:org.springframework.dao.DataIntegrityViolationException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:InvalidDataAccessApiUsageException:public:org.springframework.dao.NonTransientDataAccessException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:InvalidDataAccessApiUsageException:public:org.springframework.dao.NonTransientDataAccessException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:DataAccessException:public,abstract:org.springframework.core.NestedRuntimeException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:DataAccessException:public,abstract:org.springframework.core.NestedRuntimeException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:TransientDataAccessException:public,abstract:org.springframework.dao.DataAccessException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:TransientDataAccessException:public,abstract:org.springframework.dao.DataAccessException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:IncorrectResultSizeDataAccessException:public:org.springframework.dao.DataRetrievalFailureException::<init>:public:1:int:void::3PP
org.springframework.dao:IncorrectResultSizeDataAccessException:public:org.springframework.dao.DataRetrievalFailureException::<init>:public:2:int,int:void::3PP
org.springframework.dao:IncorrectResultSizeDataAccessException:public:org.springframework.dao.DataRetrievalFailureException::<init>:public:2:java.lang.String,int:void::3PP
org.springframework.dao:IncorrectResultSizeDataAccessException:public:org.springframework.dao.DataRetrievalFailureException::<init>:public:3:java.lang.String,int,java.lang.Throwable:void::3PP
org.springframework.dao:IncorrectResultSizeDataAccessException:public:org.springframework.dao.DataRetrievalFailureException::<init>:public:3:java.lang.String,int,int:void::3PP
org.springframework.dao:IncorrectResultSizeDataAccessException:public:org.springframework.dao.DataRetrievalFailureException::<init>:public:4:java.lang.String,int,int,java.lang.Throwable:void::3PP
org.springframework.dao:IncorrectResultSizeDataAccessException:public:org.springframework.dao.DataRetrievalFailureException::getExpectedSize:public:0::int::3PP
org.springframework.dao:IncorrectResultSizeDataAccessException:public:org.springframework.dao.DataRetrievalFailureException::getActualSize:public:0::int::3PP
org.springframework.dao:CannotAcquireLockException:public:org.springframework.dao.PessimisticLockingFailureException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:CannotAcquireLockException:public:org.springframework.dao.PessimisticLockingFailureException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:DataIntegrityViolationException:public:org.springframework.dao.NonTransientDataAccessException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:DataIntegrityViolationException:public:org.springframework.dao.NonTransientDataAccessException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:PessimisticLockingFailureException:public:org.springframework.dao.ConcurrencyFailureException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:PessimisticLockingFailureException:public:org.springframework.dao.ConcurrencyFailureException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:OptimisticLockingFailureException:public:org.springframework.dao.ConcurrencyFailureException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:OptimisticLockingFailureException:public:org.springframework.dao.ConcurrencyFailureException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:CleanupFailureDataAccessException:public:org.springframework.dao.NonTransientDataAccessException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.dao:TransientDataAccessResourceException:public:org.springframework.dao.TransientDataAccessException::<init>:public:1:java.lang.String:void::3PP
org.springframework.dao:TransientDataAccessResourceException:public:org.springframework.dao.TransientDataAccessException::<init>:public:2:java.lang.String,java.lang.Throwable:void::3PP
org.springframework.transaction:HeuristicCompletionException:public:org.springframework.transaction.TransactionException::getStateString:public,static:1:int:java.lang.String::3PP
org.springframework.transaction:HeuristicCompletionException:public:org.springframework.transaction.TransactionException::<init>:public:2:int,java.lang.Throwable:void::3PP
org.springframework.transaction:HeuristicCompletionException:public:org.springframework.transaction.TransactionException::getOutcomeState:public:0::int::3PP
org.springframework.transaction:StaticTransactionDefinition:final:java.lang.Object:org.springframework.transaction.TransactionDefinition:<init>:private:0::void::3PP
org.springframework.transaction:StaticTransactionDefinition:final:java.lang.Object:org.springframework.transaction.TransactionDefinition:<clinit>:static:0::void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:<init>:public:0::void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:<init>:public:1:javax.transaction.UserTransaction:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:<init>:public:2:javax.transaction.UserTransaction,javax.transaction.TransactionManager:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:<init>:public:1:javax.transaction.TransactionManager:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:setJndiTemplate:public:1:org.springframework.jndi.JndiTemplate:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:getJndiTemplate:public:0::org.springframework.jndi.JndiTemplate::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:setJndiEnvironment:public:1:java.util.Properties:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:getJndiEnvironment:public:0::java.util.Properties::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:setUserTransaction:public:1:javax.transaction.UserTransaction:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:getUserTransaction:public:0::javax.transaction.UserTransaction::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:setUserTransactionName:public:1:java.lang.String:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:setAutodetectUserTransaction:public:1:boolean:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:setCacheUserTransaction:public:1:boolean:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:setTransactionManager:public:1:javax.transaction.TransactionManager:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:getTransactionManager:public:0::javax.transaction.TransactionManager::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:setTransactionManagerName:public:1:java.lang.String:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:setAutodetectTransactionManager:public:1:boolean:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:setTransactionSynchronizationRegistry:public:1:javax.transaction.TransactionSynchronizationRegistry:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:getTransactionSynchronizationRegistry:public:0::javax.transaction.TransactionSynchronizationRegistry::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:setTransactionSynchronizationRegistryName:public:1:java.lang.String:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:setAutodetectTransactionSynchronizationRegistry:public:1:boolean:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:setAllowCustomIsolationLevels:public:1:boolean:void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:afterPropertiesSet:public:0::void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:initUserTransactionAndTransactionManager:protected:0::void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:checkUserTransactionAndTransactionManager:protected:0::void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:initTransactionSynchronizationRegistry:protected:0::void::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:buildUserTransaction:protected:1:javax.transaction.TransactionManager:javax.transaction.UserTransaction::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:lookupUserTransaction:protected:1:java.lang.String:javax.transaction.UserTransaction::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:lookupTransactionManager:protected:1:java.lang.String:javax.transaction.TransactionManager::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:lookupTransactionSynchronizationRegistry:protected:1:java.lang.String:javax.transaction.TransactionSynchronizationRegistry::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:retrieveUserTransaction:protected:0::javax.transaction.UserTransaction::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:retrieveTransactionManager:protected:0::javax.transaction.TransactionManager::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:retrieveTransactionSynchronizationRegistry:protected:0::javax.transaction.TransactionSynchronizationRegistry::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:findUserTransaction:protected:0::javax.transaction.UserTransaction::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:findTransactionManager:protected:1:javax.transaction.UserTransaction:javax.transaction.TransactionManager::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:findTransactionSynchronizationRegistry:protected:2:javax.transaction.UserTransaction,javax.transaction.TransactionManager:javax.transaction.TransactionSynchronizationRegistry::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:doGetTransaction:protected:0::java.lang.Object::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:doGetJtaTransaction:protected:1:javax.transaction.UserTransaction:org.springframework.transaction.jta.JtaTransactionObject::3PP
org.springframework.transaction.jta:JtaTransactionManager:public:org.springframework.transaction.support.AbstractPlatformTransactionManager:org.springframework.transaction.jta.TransactionFactory,org.springframework.beans.factory.InitializingBean,java.io.Serializable:isExistingTransaction:protected:1:java.lang.Object:boolean::3PP
